Time(s),ErrorX(px),ErrorY(px)
7.1594,-4.00,14.00
7.2160,-4.00,16.00
7.2725,-3.00,16.00
7.3269,-2.00,16.00
7.3873,-1.00,15.00
7.4497,-1.00,15.00
7.5070,-1.00,15.00
7.5636,-1.00,14.00
7.6255,-1.00,14.00
7.6885,-2.00,14.00
7.7525,-2.00,16.00
7.8105,-2.00,17.00
7.8720,-2.00,17.00
7.9356,-2.00,17.00
7.9957,-2.00,16.00
8.0553,-1.00,15.00
8.1210,0.00,15.00
8.1848,0.00,15.00
8.2455,0.00,16.00
8.3137,0.00,17.00
8.3726,0.00,17.00
8.4317,0.00,17.00
8.4928,3.00,21.00
8.5515,4.00,22.00
8.6129,5.00,22.00
8.6726,6.00,23.00
8.7381,5.00,23.00
8.7985,4.00,22.00
8.8590,4.00,22.00
8.9155,3.00,20.00
8.9733,2.00,15.00
9.0360,2.00,12.00
9.0983,2.00,10.00
9.1626,3.00,9.00
9.2270,0.00,3.00
9.2869,-2.00,1.00
9.3443,-3.00,-2.00
9.4071,-4.00,-2.00
9.4690,-4.00,-2.00
9.5272,-4.00,-1.00
9.5867,-3.00,0.00
9.6533,-2.00,1.00
9.7154,-3.00,1.00
9.7772,-4.00,1.00
9.8353,-5.00,0.00
9.8956,-5.00,-1.00
9.9504,-5.00,-1.00
10.0103,-5.00,-1.00
10.0736,-4.00,-1.00
10.1356,-3.00,1.00
10.1932,-2.00,1.00
10.2545,-2.00,2.00
10.3118,-3.00,1.00
10.3678,-3.00,1.00
10.4281,-4.00,1.00
10.4905,-4.00,1.00
10.5505,-4.00,2.00
10.6136,-3.00,2.00
10.6796,-3.00,3.00
10.7461,-3.00,3.00
10.8067,-3.00,2.00
10.8716,-2.00,2.00
10.9363,-2.00,2.00
10.9940,-2.00,2.00
11.0563,-1.00,2.00
11.1189,-2.00,2.00
11.1804,-2.00,2.00
11.2450,-3.00,2.00
11.3067,-3.00,3.00
11.3740,-3.00,2.00
11.4346,-2.00,2.00
11.4993,-2.00,3.00
11.5583,-1.00,2.00
11.6248,-1.00,2.00
11.6912,-1.00,2.00
11.7563,-1.00,2.00
11.8205,-1.00,2.00
11.8837,-2.00,2.00
11.9425,-2.00,2.00
11.9992,-1.00,3.00
12.0566,-1.00,2.00
12.1239,-1.00,3.00
12.1897,-1.00,2.00
12.2486,0.00,2.00
12.3071,0.00,2.00
12.3667,0.00,3.00
12.4306,0.00,2.00
12.4892,-1.00,2.00
12.5521,-2.00,2.00
12.6110,-3.00,3.00
12.6686,-2.00,3.00
12.7347,-2.00,3.00
12.8000,-1.00,3.00
12.8653,0.00,3.00
12.9282,1.00,2.00
12.9891,1.00,2.00
13.0565,1.00,2.00
13.1173,0.00,3.00
13.1852,-1.00,3.00
13.2463,-1.00,3.00
13.3074,-1.00,3.00
13.3669,-1.00,3.00
13.4306,-1.00,3.00
13.4903,0.00,3.00
13.5502,0.00,3.00
13.6090,0.00,3.00
13.6735,0.00,3.00
13.7324,0.00,3.00
13.7980,0.00,4.00
13.8567,0.00,4.00
13.9209,0.00,4.00
13.9879,2.00,4.00
14.0462,3.00,4.00
14.1131,3.00,4.00
14.1763,4.00,4.00
14.2361,4.00,4.00
14.2960,3.00,4.00
14.3605,3.00,4.00
14.4202,3.00,4.00
14.4829,3.00,4.00
14.5438,3.00,4.00
14.6119,3.00,5.00
14.6804,3.00,5.00
14.7397,3.00,4.00
14.7960,3.00,4.00
14.8562,3.00,4.00
14.9222,3.00,4.00
14.9904,3.00,5.00
15.0549,3.00,4.00
15.1186,3.00,4.00
15.1783,3.00,3.00
15.2346,3.00,4.00
15.2941,4.00,4.00
15.3532,4.00,5.00
15.4113,4.00,5.00
15.4710,4.00,5.00
15.5324,3.00,4.00
15.5984,3.00,4.00
15.6555,3.00,3.00
15.7186,4.00,4.00
15.7817,4.00,5.00
15.8450,5.00,5.00
15.9106,5.00,5.00
15.9718,5.00,5.00
16.0381,5.00,5.00
16.1019,5.00,5.00
16.1676,5.00,5.00
16.2308,6.00,4.00
16.2976,5.00,5.00
16.3561,4.00,6.00
16.4158,4.00,6.00
16.4751,4.00,6.00
16.5370,3.00,6.00
16.5984,4.00,5.00
16.6590,4.00,5.00
16.7232,5.00,4.00
16.7883,5.00,4.00
16.8515,5.00,4.00
16.9170,4.00,5.00
16.9798,4.00,6.00
17.0486,4.00,6.00
17.1114,4.00,6.00
17.1740,6.00,5.00
17.2345,6.00,5.00
17.2941,6.00,5.00
17.3545,6.00,5.00
17.4154,6.00,5.00
17.4806,6.00,5.00
17.5399,6.00,6.00
17.5974,6.00,6.00
17.6591,7.00,6.00
17.7163,6.00,6.00
17.7837,6.00,5.00
17.8538,6.00,5.00
17.9137,6.00,5.00
17.9769,6.00,5.00
18.0335,6.00,6.00
18.0991,6.00,6.00
18.1631,6.00,6.00
18.2250,6.00,6.00
18.2866,7.00,6.00
18.3505,6.00,5.00
18.4115,6.00,4.00
18.4688,5.00,5.00
18.5283,5.00,6.00
18.5861,5.00,7.00
18.6506,5.00,7.00
18.7118,7.00,6.00
18.7673,7.00,5.00
18.8334,7.00,4.00
