Time(s),ErrorX(px),ErrorY(px)
6.3716,-3.00,4.00
6.4324,-3.00,4.00
6.4874,-3.00,3.00
6.5436,-3.00,4.00
6.5987,-2.00,4.00
6.6557,-1.00,3.00
6.7137,-1.00,3.00
6.7727,-1.00,3.00
6.8289,0.00,3.00
6.8913,0.00,3.00
6.9501,0.00,3.00
7.0064,-1.00,3.00
7.0655,-1.00,4.00
7.1208,-2.00,4.00
7.1800,-2.00,4.00
7.2403,-2.00,4.00
7.2945,-2.00,4.00
7.3533,-2.00,4.00
7.4158,-1.00,4.00
7.4731,-1.00,3.00
7.5293,-1.00,3.00
7.5883,0.00,3.00
7.6460,0.00,3.00
7.7033,0.00,3.00
7.7584,-1.00,3.00
7.8179,-1.00,3.00
7.8740,-2.00,4.00
7.9298,-2.00,4.00
7.9874,-3.00,4.00
8.0417,-3.00,4.00
8.0994,-2.00,4.00
8.1579,-1.00,3.00
8.2187,-1.00,3.00
8.2815,0.00,3.00
8.3393,0.00,3.00
8.3990,0.00,3.00
8.4559,-1.00,3.00
8.5089,-2.00,3.00
8.5665,-3.00,4.00
8.6261,-3.00,3.00
8.6826,-3.00,4.00
8.7391,-4.00,4.00
8.7986,-3.00,4.00
8.8541,-2.00,4.00
8.9082,-1.00,3.00
8.9652,-1.00,3.00
9.0187,0.00,3.00
9.0763,0.00,3.00
9.1316,0.00,3.00
9.1894,0.00,3.00
9.2454,0.00,3.00
9.3030,0.00,4.00
9.3559,0.00,4.00
9.4180,0.00,4.00
9.4748,0.00,4.00
9.5319,0.00,3.00
9.5905,0.00,3.00
9.6435,0.00,3.00
9.6986,0.00,3.00
9.7577,0.00,3.00
9.8191,0.00,3.00
9.8735,-1.00,3.00
9.9323,-1.00,4.00
9.9863,-2.00,4.00
10.0446,-2.00,4.00
10.0988,-1.00,4.00
10.1537,-1.00,4.00
10.2142,0.00,3.00
10.2719,0.00,3.00
10.3294,0.00,3.00
10.3849,0.00,2.00
10.4394,0.00,3.00
10.5003,-1.00,3.00
10.5554,-1.00,3.00
10.6142,-1.00,4.00
10.6768,-1.00,4.00
10.7372,-1.00,4.00
10.7986,-1.00,4.00
10.8585,-1.00,4.00
10.9193,0.00,3.00
10.9781,0.00,3.00
11.0339,0.00,3.00
11.0931,-1.00,3.00
11.1481,-1.00,3.00
11.2035,-1.00,3.00
11.2567,0.00,3.00
11.3174,0.00,4.00
11.3713,0.00,4.00
11.4276,0.00,4.00
11.4826,0.00,3.00
11.5398,0.00,3.00
11.5930,0.00,3.00
11.6499,1.00,3.00
11.7056,2.00,3.00
11.7637,2.00,3.00
11.8220,2.00,4.00
11.8795,3.00,5.00
11.9392,3.00,5.00
11.9991,4.00,5.00
12.0559,5.00,5.00
12.1123,5.00,4.00
12.1704,6.00,4.00
12.2311,5.00,3.00
12.2866,5.00,3.00
12.3438,5.00,4.00
12.4003,5.00,4.00
12.4574,4.00,4.00
12.5130,4.00,4.00
12.5686,4.00,4.00
12.6281,5.00,5.00
12.6849,6.00,6.00
12.7407,7.00,7.00
12.7999,9.00,8.00
12.8567,11.00,7.00
12.9142,12.00,6.00
12.9737,11.00,5.00
13.0296,11.00,3.00
13.0885,9.00,1.00
13.1480,6.00,-1.00
13.2030,5.00,-1.00
13.2611,5.00,1.00
13.3162,6.00,5.00
13.3723,7.00,7.00
13.4313,8.00,8.00
13.4865,8.00,8.00
13.5394,7.00,7.00
13.5961,7.00,4.00
13.6550,8.00,2.00
13.7093,8.00,1.00
13.7687,8.00,1.00
13.8298,9.00,2.00
13.8872,10.00,2.00
13.9450,9.00,3.00
13.9991,9.00,4.00
14.0559,7.00,5.00
14.1130,6.00,5.00
14.1690,6.00,4.00
14.2285,6.00,4.00
