Time(s),ErrorX(px),ErrorY(px)
12.0859,-4.00,8.00
12.1440,-4.00,8.00
12.2076,-4.00,8.00
12.2732,-4.00,9.00
12.3375,-4.00,9.00
12.4002,-3.00,8.00
12.4654,-3.00,9.00
12.5258,-3.00,9.00
12.5868,-3.00,8.00
12.6493,-4.00,8.00
12.7085,-4.00,8.00
12.7674,-4.00,9.00
12.8336,-4.00,9.00
12.8934,-4.00,9.00
12.9594,-4.00,10.00
13.0260,-4.00,10.00
13.0862,-3.00,9.00
13.1427,-3.00,9.00
13.2052,-3.00,9.00
13.2699,-2.00,9.00
13.3367,-3.00,9.00
13.4057,-3.00,9.00
13.4672,-4.00,10.00
13.5273,-3.00,10.00
13.5892,-3.00,9.00
13.6480,-2.00,9.00
13.7057,-2.00,9.00
13.7675,0.00,9.00
13.8245,1.00,10.00
13.8885,2.00,10.00
13.9496,2.00,10.00
14.0104,2.00,11.00
14.0764,0.00,11.00
14.1375,-1.00,10.00
14.2098,-3.00,9.00
14.2743,-3.00,8.00
14.3415,-4.00,9.00
14.4131,0.00,8.00
14.4767,2.00,8.00
