Time(s),ErrorX(px),ErrorY(px)
1.5798,-83.00,432.00
1.6506,-83.00,432.00
1.7136,-83.00,431.00
1.7853,-83.00,428.00
1.8613,-83.00,425.00
1.9374,-82.00,403.00
2.0114,-83.00,384.00
2.0757,-83.00,384.00
2.1420,-83.00,384.00
2.2055,-83.00,384.00
2.2673,-83.00,384.00
2.3256,-83.00,384.00
2.4415,-72.00,138.00
2.5063,-72.00,138.00
2.5680,-72.00,138.00
2.6238,-72.00,138.00
2.6845,-72.00,138.00
2.7399,-72.00,138.00
2.8575,-43.00,-80.00
2.9194,-29.00,-97.00
2.9768,-22.00,-105.00
3.0382,-19.00,-108.00
3.0932,-20.00,-109.00
3.1604,-32.00,-112.00
3.2257,-37.00,-111.00
3.2859,-41.00,-105.00
3.3455,-43.00,-102.00
3.4095,-42.00,-86.00
3.4739,-40.00,-74.00
3.5288,-40.00,-66.00
3.5877,-41.00,-50.00
3.6474,-42.00,-40.00
3.7054,-43.00,-35.00
3.7691,-45.00,-31.00
3.8320,-46.00,-20.00
3.8953,-45.00,-13.00
3.9604,-44.00,-9.00
4.0199,-42.00,-1.00
4.0745,-42.00,1.00
4.1383,-42.00,2.00
4.2017,-43.00,3.00
4.2567,-43.00,3.00
4.3188,-42.00,4.00
4.3872,-41.00,4.00
4.4485,-41.00,4.00
4.5050,-39.00,6.00
4.5649,-39.00,6.00
4.6251,-39.00,6.00
4.6903,-39.00,5.00
4.7534,-36.00,4.00
4.8129,-33.00,5.00
4.8683,-30.00,6.00
4.9239,-29.00,7.00
4.9853,-21.00,12.00
5.0447,-18.00,13.00
5.1075,-16.00,13.00
5.1683,-13.00,13.00
5.2273,-11.00,14.00
5.2867,-11.00,15.00
5.3435,-10.00,16.00
5.4054,-9.00,17.00
5.4662,-9.00,18.00
5.5266,-8.00,18.00
5.5811,-8.00,17.00
5.6396,-8.00,17.00
5.6941,-8.00,16.00
5.7560,-8.00,16.00
5.8110,-9.00,16.00
5.8678,-9.00,17.00
5.9291,-9.00,16.00
5.9937,-9.00,16.00
6.0513,-9.00,16.00
6.1152,-9.00,17.00
6.1716,-9.00,17.00
6.2386,-9.00,16.00
6.3033,-9.00,16.00
6.3593,-9.00,17.00
6.4215,-9.00,16.00
6.4799,-9.00,17.00
6.5438,-9.00,16.00
6.6053,-9.00,17.00
6.6682,-9.00,17.00
6.7300,-9.00,17.00
6.7911,-9.00,17.00
6.8482,-9.00,17.00
6.9066,-9.00,16.00
6.9721,-9.00,17.00
7.0406,-9.00,17.00
7.0984,-9.00,16.00
7.1541,-9.00,16.00
7.2119,-9.00,16.00
7.2680,-9.00,16.00
7.3242,-9.00,17.00
7.3868,-9.00,17.00
7.4443,-9.00,17.00
7.5105,-9.00,16.00
7.5683,-9.00,16.00
7.6541,-9.00,17.00
7.7125,-9.00,16.00
7.7745,-9.00,16.00
7.8390,-9.00,17.00
7.8928,-9.00,17.00
7.9551,-9.00,17.00
8.0214,-9.00,17.00
8.0746,-9.00,17.00
8.1394,-9.00,17.00
8.1980,-9.00,17.00
8.2637,-9.00,17.00
8.3188,-9.00,17.00
8.3883,-9.00,17.00
8.4505,-9.00,17.00
8.5159,-9.00,18.00
8.5802,-9.00,18.00
8.6404,-9.00,18.00
8.7086,-9.00,17.00
8.7739,-10.00,17.00
8.8331,-10.00,17.00
8.8986,-10.00,17.00
8.9605,-9.00,18.00
9.0187,-9.00,18.00
9.0844,-9.00,18.00
9.1428,-9.00,17.00
9.2021,-9.00,17.00
9.2599,-9.00,17.00
9.3197,-9.00,17.00
9.3821,-9.00,18.00
9.4410,-9.00,18.00
9.5062,-9.00,17.00
9.5712,-10.00,17.00
9.6336,-9.00,16.00
9.6961,-9.00,17.00
9.7570,-9.00,17.00
9.8155,-9.00,17.00
9.8795,-10.00,17.00
9.9421,-9.00,17.00
10.0024,-9.00,17.00
10.0697,-9.00,17.00
10.1297,-9.00,17.00
10.1888,-9.00,17.00
10.2458,-9.00,17.00
10.3059,-9.00,17.00
10.3646,-9.00,17.00
10.4198,-10.00,17.00
10.4786,-9.00,17.00
10.5348,-9.00,17.00
10.6004,-9.00,17.00
10.6661,-9.00,17.00
10.7324,-9.00,17.00
10.7920,-9.00,16.00
10.8498,-9.00,16.00
10.9188,-9.00,16.00
10.9786,-9.00,17.00
11.0382,-9.00,16.00
11.1002,-9.00,17.00
11.1571,-9.00,17.00
11.2188,-9.00,17.00
11.2792,-9.00,17.00
11.3415,-9.00,16.00
11.4009,-9.00,16.00
11.4639,-9.00,16.00
11.5266,-9.00,17.00
11.5828,-9.00,17.00
11.6477,-9.00,17.00
11.7028,-9.00,17.00
11.7666,-9.00,17.00
11.8234,-10.00,16.00
11.8901,-9.00,17.00
11.9552,-9.00,17.00
12.0100,-9.00,18.00
12.0703,-9.00,18.00
12.1336,-9.00,18.00
12.1950,-9.00,17.00
12.2585,-9.00,17.00
12.3242,-9.00,17.00
12.3792,-9.00,17.00
12.4459,-9.00,18.00
12.5023,-9.00,18.00
12.5633,-9.00,18.00
12.6238,-9.00,17.00
12.6913,-9.00,17.00
12.7468,-9.00,17.00
12.8114,-9.00,17.00
12.8690,-9.00,18.00
12.9280,-9.00,18.00
12.9841,-9.00,17.00
13.0433,-9.00,17.00
13.1083,-9.00,16.00
13.1678,-9.00,17.00
13.2270,-9.00,16.00
13.2844,-9.00,17.00
13.3403,-9.00,17.00
13.3994,-10.00,17.00
13.4523,-10.00,17.00
13.5107,-10.00,17.00
13.5691,-10.00,16.00
13.6252,-9.00,15.00
13.6811,-9.00,15.00
13.7395,-8.00,15.00
13.7990,-8.00,13.00
13.8594,-8.00,12.00
13.9232,-8.00,12.00
13.9858,-8.00,12.00
14.0397,-6.00,13.00
14.0944,-5.00,13.00
14.1536,-5.00,13.00
14.2121,-5.00,14.00
14.2680,-7.00,14.00
14.3302,-8.00,13.00
14.3877,-9.00,13.00
