Time(s),ErrorX(px),ErrorY(px)
6.3627,-11.00,16.00
6.4280,-11.00,16.00
6.4910,-11.00,16.00
6.5525,-11.00,16.00
6.6098,-11.00,16.00
6.6717,-11.00,17.00
6.7274,-11.00,16.00
6.7878,-11.00,16.00
6.8514,-11.00,16.00
6.9138,-11.00,15.00
6.9738,-10.00,15.00
7.0275,-9.00,14.00
7.0815,-9.00,14.00
7.1442,-9.00,15.00
7.2082,-10.00,16.00
7.2689,-11.00,16.00
7.3248,-11.00,16.00
7.3846,-11.00,16.00
7.4433,-12.00,16.00
7.5055,-12.00,16.00
7.5618,-10.00,15.00
7.6193,-10.00,15.00
7.6802,-9.00,15.00
7.7373,-9.00,14.00
7.7952,-9.00,14.00
7.8563,-10.00,15.00
7.9174,-10.00,15.00
7.9762,-10.00,15.00
8.0369,-11.00,15.00
8.0918,-10.00,15.00
8.1474,-10.00,14.00
8.2078,-10.00,14.00
8.2715,-10.00,14.00
8.3345,-9.00,14.00
8.3968,-9.00,14.00
8.4565,-8.00,14.00
8.5192,-9.00,14.00
8.5708,-10.00,14.00
8.6305,-10.00,14.00
8.6879,-10.00,15.00
8.7411,-10.00,15.00
8.8010,-10.00,15.00
8.8602,-9.00,14.00
8.9177,-9.00,14.00
8.9764,-10.00,14.00
9.0338,-10.00,14.00
9.0942,-10.00,14.00
9.1502,-10.00,14.00
9.2038,-10.00,14.00
9.2627,-10.00,14.00
9.3208,-10.00,14.00
9.3793,-10.00,14.00
9.4307,-10.00,14.00
9.4894,-9.00,14.00
9.5529,-10.00,15.00
9.6155,-10.00,14.00
9.6701,-10.00,14.00
9.7257,-10.00,14.00
9.7924,-10.00,14.00
9.8519,-10.00,14.00
9.9045,-10.00,14.00
9.9598,-10.00,15.00
10.0177,-10.00,15.00
10.0834,-10.00,15.00
10.1442,-10.00,15.00
10.2057,-11.00,15.00
10.2681,-10.00,15.00
10.3238,-10.00,15.00
10.3855,-10.00,14.00
10.4435,-9.00,14.00
10.5023,-9.00,14.00
10.5634,-9.00,14.00
10.6234,-9.00,14.00
10.6784,-9.00,15.00
10.7359,-10.00,16.00
10.7989,-10.00,16.00
10.8603,-10.00,16.00
10.9222,-10.00,15.00
10.9808,-9.00,14.00
11.0365,-9.00,14.00
11.0970,-9.00,14.00
11.1582,-9.00,15.00
11.2166,-9.00,15.00
11.2758,-9.00,15.00
11.3345,-10.00,15.00
11.3969,-10.00,15.00
11.4562,-10.00,14.00
11.5152,-10.00,15.00
11.5786,-10.00,15.00
11.6376,-10.00,15.00
11.6983,-10.00,15.00
11.7562,-10.00,15.00
11.8114,-10.00,15.00
11.8740,-11.00,13.00
11.9330,-11.00,13.00
11.9934,-10.00,13.00
12.0567,-10.00,14.00
12.1130,-9.00,13.00
12.1735,-9.00,13.00
12.2270,-9.00,14.00
12.2850,-8.00,14.00
12.3465,-8.00,14.00
12.4063,-7.00,14.00
12.4681,-8.00,14.00
12.5255,-9.00,14.00
12.5826,-9.00,14.00
12.6399,-10.00,14.00
12.6948,-9.00,14.00
12.7528,-9.00,15.00
12.8091,-9.00,15.00
12.8743,-9.00,15.00
12.9328,-10.00,15.00
12.9928,-10.00,14.00
13.0548,-10.00,13.00
13.1134,-10.00,13.00
13.1743,-9.00,13.00
13.2340,-8.00,14.00
13.2931,-7.00,14.00
13.3508,-8.00,14.00
13.4142,-9.00,14.00
13.4701,-10.00,14.00
13.5304,-10.00,15.00
13.5952,-10.00,14.00
13.6565,-9.00,14.00
13.7104,-9.00,14.00
13.7675,-9.00,14.00
13.8241,-9.00,14.00
13.8791,-10.00,14.00
13.9387,-10.00,14.00
14.0035,-10.00,14.00
14.0623,-10.00,14.00
14.1186,-10.00,14.00
14.1742,-9.00,14.00
14.2303,-9.00,14.00
14.2911,-9.00,14.00
14.3517,-9.00,13.00
14.4074,-9.00,13.00
14.4717,-9.00,13.00
14.5341,-9.00,14.00
14.5998,-9.00,13.00
14.6615,-9.00,13.00
14.7191,-8.00,13.00
14.7765,-9.00,13.00
14.8321,-9.00,13.00
14.8853,-9.00,14.00
14.9463,-9.00,14.00
15.0003,-10.00,14.00
15.0627,-10.00,14.00
15.1221,-11.00,13.00
15.1918,-10.00,14.00
15.2509,-9.00,14.00
15.3116,-9.00,14.00
15.3720,-9.00,15.00
15.4302,-11.00,14.00
15.4943,-11.00,14.00
15.5557,-11.00,13.00
15.6144,-12.00,13.00
15.6724,-11.00,14.00
15.7292,-10.00,15.00
15.7886,-10.00,15.00
15.8466,-10.00,15.00
15.9060,-11.00,15.00
15.9614,-11.00,15.00
16.0276,-11.00,15.00
16.0893,-12.00,14.00
16.1497,-11.00,14.00
16.2119,-10.00,14.00
16.2750,-10.00,14.00
16.3339,-8.00,15.00
16.3887,-8.00,16.00
16.4445,-8.00,16.00
16.5049,-10.00,15.00
16.5656,-12.00,13.00
16.6253,-11.00,11.00
16.6851,-10.00,10.00
16.7406,-9.00,13.00
16.8024,-9.00,13.00
16.8664,-9.00,13.00
16.9283,-9.00,13.00
16.9855,-10.00,13.00
17.0428,-10.00,13.00
17.1056,-10.00,14.00
17.1681,-9.00,14.00
17.2284,-9.00,14.00
17.2906,-8.00,14.00
17.3531,-8.00,14.00
17.4156,-9.00,13.00
17.4750,-9.00,13.00
17.5353,-9.00,13.00
17.5900,-8.00,12.00
17.6476,-9.00,13.00
17.7030,-9.00,13.00
17.7612,-10.00,13.00
17.8180,-10.00,13.00
17.8762,-10.00,13.00
17.9342,-10.00,13.00
17.9960,-9.00,13.00
18.0553,-9.00,13.00
18.1145,-9.00,13.00
18.1740,-9.00,13.00
18.2354,-9.00,14.00
18.2978,-10.00,13.00
18.3553,-9.00,11.00
18.4136,-8.00,10.00
18.4722,-8.00,10.00
18.5291,-8.00,10.00
18.5828,-8.00,12.00
18.6379,-9.00,12.00
18.6970,-9.00,13.00
18.7582,-10.00,13.00
18.8140,-10.00,10.00
18.8679,-9.00,10.00
18.9286,-9.00,10.00
18.9885,-9.00,9.00
19.0446,-9.00,9.00
19.1010,-7.00,9.00
19.1601,-7.00,9.00
19.2150,-7.00,9.00
19.2719,-7.00,11.00
19.3322,-7.00,10.00
19.3921,-7.00,10.00
19.4480,-8.00,9.00
19.5041,-8.00,8.00
19.5610,-8.00,8.00
19.6299,-8.00,10.00
19.6865,-7.00,12.00
19.7434,-8.00,12.00
19.8067,-8.00,10.00
19.8642,-8.00,9.00
19.9195,-8.00,10.00
19.9776,-8.00,10.00
20.0326,-8.00,12.00
20.0866,-7.00,12.00
20.1475,-7.00,13.00
20.2045,-6.00,13.00
20.2624,-7.00,13.00
20.3228,-7.00,11.00
20.3818,-7.00,10.00
20.4393,-8.00,9.00
20.4993,-8.00,12.00
20.5537,-8.00,12.00
20.6104,-8.00,13.00
20.6636,-8.00,13.00
20.7218,-7.00,10.00
20.7760,-7.00,10.00
20.8367,-7.00,10.00
