Time(s),ErrorX(px),ErrorY(px)
7.1829,-6.00,13.00
7.2451,-6.00,13.00
7.3016,-6.00,14.00
7.3599,-6.00,13.00
7.4214,-6.00,12.00
7.4798,-6.00,11.00
7.5364,-6.00,11.00
7.5972,-5.00,11.00
7.6553,-5.00,12.00
7.7183,-5.00,12.00
7.7773,-5.00,14.00
7.8344,-6.00,14.00
7.8962,-8.00,15.00
7.9566,-8.00,15.00
8.0157,-8.00,15.00
8.0817,-8.00,15.00
8.1412,-6.00,15.00
8.2015,-6.00,15.00
8.2682,-5.00,14.00
8.3306,-6.00,14.00
8.3888,-6.00,14.00
8.4498,-6.00,14.00
8.5089,-7.00,14.00
8.5707,-7.00,15.00
8.6280,-7.00,15.00
8.6930,-7.00,15.00
8.7549,-7.00,15.00
8.8160,-6.00,14.00
8.8731,-6.00,14.00
8.9387,-6.00,14.00
8.9997,-7.00,14.00
9.0561,-7.00,14.00
9.1194,-7.00,14.00
9.1881,-7.00,14.00
9.2427,-7.00,14.00
9.3045,-7.00,14.00
9.3649,-7.00,14.00
9.4226,-7.00,14.00
9.4781,-7.00,14.00
9.5417,-7.00,14.00
9.6035,-7.00,14.00
9.6626,-7.00,14.00
9.7254,-7.00,13.00
9.7875,-5.00,13.00
9.8498,-5.00,13.00
9.9076,-5.00,14.00
9.9668,-5.00,15.00
10.0298,-6.00,14.00
10.0895,-6.00,14.00
10.1454,-7.00,14.00
10.2133,-6.00,14.00
10.2733,-6.00,14.00
10.3329,-6.00,15.00
10.3883,-7.00,15.00
10.4443,-6.00,15.00
10.5000,-6.00,14.00
10.5602,-6.00,14.00
10.6222,-6.00,15.00
10.6806,-7.00,15.00
10.7403,-7.00,15.00
10.8032,-7.00,15.00
10.8635,-7.00,15.00
10.9250,-7.00,15.00
10.9865,-7.00,15.00
11.0503,-7.00,15.00
11.1129,-7.00,14.00
11.1703,-6.00,14.00
11.2292,-6.00,14.00
11.2922,-6.00,14.00
11.3519,-6.00,14.00
11.4128,-6.00,15.00
11.4733,-7.00,15.00
11.5370,-7.00,15.00
11.5961,-7.00,15.00
11.6526,-7.00,15.00
11.7151,-7.00,15.00
11.7737,-6.00,14.00
11.8361,-5.00,14.00
11.8987,-5.00,14.00
11.9576,-4.00,14.00
12.0172,-4.00,13.00
12.0759,-5.00,14.00
12.1321,-5.00,14.00
12.1893,-6.00,14.00
12.2409,-6.00,14.00
12.2958,-6.00,14.00
12.3539,-6.00,14.00
12.4122,-5.00,14.00
12.4704,-5.00,15.00
12.5326,-5.00,14.00
12.5917,-6.00,14.00
12.6495,-6.00,15.00
12.7048,-6.00,15.00
12.7684,-7.00,15.00
12.8267,-7.00,16.00
12.8822,-7.00,15.00
12.9431,-7.00,15.00
13.0048,-7.00,15.00
13.0613,-7.00,15.00
13.1253,-7.00,16.00
13.1879,-6.00,16.00
13.2453,-7.00,17.00
13.3046,-8.00,17.00
13.3648,-9.00,16.00
13.4236,-10.00,16.00
13.4857,-9.00,16.00
13.5473,-6.00,15.00
13.6055,-4.00,14.00
13.6701,-3.00,13.00
13.7271,-2.00,10.00
13.7818,-1.00,9.00
13.8401,-1.00,9.00
13.9014,-2.00,10.00
13.9624,-3.00,11.00
14.0175,-4.00,12.00
14.0756,-4.00,12.00
14.1350,-4.00,12.00
14.2040,-4.00,11.00
14.2574,-4.00,12.00
14.3236,-4.00,13.00
14.3833,-3.00,13.00
14.4408,-4.00,13.00
14.5045,-4.00,13.00
14.5661,-5.00,13.00
14.6247,-5.00,13.00
14.6858,-5.00,13.00
