Time(s),ErrorX(px),ErrorY(px)
8.1599,10.00,-2.00
8.2192,9.00,-2.00
8.2874,9.00,-2.00
8.3514,8.00,-1.00
8.4157,6.00,-1.00
8.4799,7.00,0.00
8.5422,8.00,1.00
8.6089,8.00,1.00
8.6669,9.00,0.00
8.7277,8.00,-1.00
8.7937,9.00,-1.00
8.8634,8.00,-2.00
8.9249,8.00,-2.00
8.9879,7.00,-1.00
9.0544,7.00,-1.00
9.1148,7.00,0.00
9.1737,7.00,0.00
9.2314,8.00,0.00
9.2922,7.00,-1.00
9.3520,6.00,-1.00
9.4074,6.00,-2.00
9.4735,7.00,-2.00
9.5323,7.00,-1.00
9.5878,7.00,-1.00
9.6428,7.00,-1.00
9.7019,6.00,0.00
9.7621,6.00,0.00
9.8205,5.00,0.00
9.8782,5.00,0.00
9.9364,5.00,0.00
9.9961,6.00,0.00
10.0573,6.00,0.00
10.1178,7.00,-1.00
10.1774,9.00,-1.00
10.2356,8.00,0.00
10.2981,8.00,0.00
10.3657,8.00,0.00
10.4294,7.00,0.00
10.4876,7.00,0.00
10.5498,7.00,0.00
10.6086,6.00,0.00
10.6716,6.00,0.00
10.7368,7.00,0.00
10.7973,7.00,0.00
10.8565,8.00,0.00
10.9184,7.00,-1.00
10.9849,8.00,-1.00
11.0501,8.00,-1.00
11.1134,7.00,0.00
11.1755,8.00,0.00
11.2314,7.00,0.00
11.2963,7.00,0.00
11.3582,6.00,0.00
11.4232,6.00,0.00
11.4881,6.00,0.00
11.5488,6.00,0.00
11.6097,6.00,-1.00
11.6647,6.00,-1.00
11.7228,7.00,-1.00
11.7854,7.00,0.00
11.8388,6.00,0.00
11.8985,7.00,0.00
11.9595,6.00,-1.00
12.0179,5.00,0.00
12.0834,6.00,0.00
12.1405,6.00,0.00
12.2059,6.00,0.00
12.2638,6.00,0.00
12.3265,7.00,0.00
12.3826,7.00,0.00
12.4604,7.00,0.00
12.5177,7.00,-1.00
12.5806,7.00,-1.00
12.6369,6.00,0.00
12.6998,6.00,0.00
12.7639,6.00,0.00
12.8257,6.00,0.00
12.8845,7.00,0.00
12.9422,7.00,0.00
13.0040,6.00,0.00
13.0628,7.00,0.00
13.1231,7.00,0.00
13.1831,7.00,0.00
13.2417,7.00,0.00
13.3048,7.00,0.00
13.3662,7.00,0.00
13.4316,6.00,1.00
13.4941,6.00,1.00
13.5561,6.00,1.00
13.6205,6.00,0.00
13.6853,6.00,0.00
13.7519,7.00,0.00
13.8218,7.00,0.00
13.8871,7.00,0.00
13.9541,7.00,0.00
14.0142,6.00,0.00
14.0708,6.00,0.00
14.1287,6.00,0.00
14.1875,6.00,0.00
14.2523,6.00,0.00
14.3148,6.00,0.00
14.3807,7.00,-1.00
14.4453,7.00,0.00
14.5061,7.00,-1.00
14.5662,7.00,-1.00
14.6307,8.00,-2.00
14.6971,9.00,-2.00
14.7631,9.00,-2.00
14.8313,9.00,-2.00
14.8957,10.00,-1.00
14.9640,9.00,-1.00
15.0243,7.00,0.00
15.0864,7.00,-1.00
15.1464,8.00,-1.00
15.2069,9.00,0.00
15.2659,10.00,0.00
15.3318,10.00,0.00
15.3920,11.00,-1.00
15.4517,9.00,-1.00
15.5456,8.00,-1.00
15.6100,8.00,-1.00
15.6740,9.00,1.00
15.7377,9.00,1.00
