Time(s),ErrorX(px),ErrorY(px)
8.3733,9.00,9.00
8.4347,10.00,9.00
8.5001,9.00,9.00
8.5618,9.00,9.00
8.6274,9.00,9.00
8.6925,9.00,9.00
8.7610,9.00,9.00
8.8273,10.00,9.00
8.9155,10.00,9.00
8.9759,10.00,8.00
9.0340,11.00,9.00
9.1275,11.00,8.00
9.1842,12.00,9.00
9.2450,11.00,9.00
9.3127,11.00,9.00
9.3691,11.00,9.00
9.4298,10.00,9.00
9.4925,11.00,9.00
9.5558,10.00,9.00
9.6167,9.00,9.00
9.6797,9.00,8.00
9.7367,10.00,8.00
9.7963,11.00,9.00
9.8618,11.00,9.00
9.9190,11.00,9.00
9.9797,11.00,9.00
10.0421,11.00,9.00
10.0999,12.00,9.00
10.1582,10.00,9.00
10.2184,12.00,9.00
10.2822,12.00,8.00
10.3473,12.00,9.00
10.4118,12.00,8.00
10.4697,10.00,8.00
10.5327,10.00,9.00
10.5937,9.00,9.00
10.6530,9.00,10.00
10.7131,9.00,11.00
10.7730,10.00,11.00
10.8342,10.00,12.00
10.9011,10.00,10.00
10.9669,10.00,8.00
11.0336,10.00,8.00
11.0956,12.00,8.00
11.1575,12.00,8.00
11.2163,13.00,8.00
11.2714,13.00,8.00
11.3382,12.00,8.00
11.3986,11.00,8.00
11.4591,9.00,7.00
11.5190,8.00,8.00
11.5780,8.00,8.00
11.6459,8.00,9.00
11.7103,8.00,9.00
11.7748,10.00,8.00
11.8428,12.00,8.00
11.9127,13.00,7.00
11.9809,12.00,7.00
12.0475,12.00,6.00
12.1153,12.00,6.00
12.1752,11.00,7.00
12.2362,10.00,8.00
12.2961,9.00,9.00
12.3556,9.00,10.00
12.4181,9.00,10.00
12.4848,9.00,9.00
12.5505,11.00,8.00
12.6135,12.00,8.00
12.6816,12.00,8.00
12.7484,13.00,8.00
12.8138,13.00,8.00
12.8829,13.00,8.00
12.9388,11.00,8.00
12.9974,11.00,9.00
13.0580,10.00,9.00
13.1224,10.00,9.00
13.1866,11.00,9.00
13.2467,11.00,9.00
13.3097,11.00,8.00
13.3770,12.00,8.00
13.4408,12.00,8.00
13.5053,12.00,8.00
13.5636,12.00,7.00
13.6288,12.00,7.00
13.6911,12.00,8.00
13.7511,12.00,8.00
13.8153,12.00,9.00
13.8835,11.00,9.00
13.9476,11.00,9.00
14.0133,11.00,9.00
14.0785,12.00,8.00
14.1428,12.00,8.00
14.2002,12.00,7.00
14.2607,13.00,8.00
14.3248,13.00,8.00
14.3937,13.00,8.00
14.4581,12.00,9.00
14.5178,12.00,9.00
14.5809,11.00,10.00
14.6490,11.00,9.00
14.7167,12.00,9.00
14.7804,12.00,9.00
14.8461,12.00,8.00
14.9169,13.00,8.00
14.9844,12.00,8.00
15.0476,12.00,9.00
