epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,33.4689,0.98869,0.64755,0.00402,0.97218,0.81818,0.95013,0.53687,1.62689,0.84028,0.00729,0.000777648,0.000777648,0.000777648
14,34.8964,1.01991,0.60037,0.00453,0.94574,0.79285,0.91258,0.5168,1.70442,0.83464,0.00771,0.00081686,0.00081686,0.00081686
15,36.3656,1.13898,0.59797,0.00535,0.95169,0.77273,0.90181,0.44408,1.85945,0.98959,0.00882,0.000852904,0.000852904,0.000852904
16,37.7536,0.96775,0.54165,0.00495,0.94486,0.7792,0.87315,0.47905,1.62203,1.40659,0.00734,0.00088578,0.00088578,0.00088578
17,39.2658,0.929,0.69171,0.00404,0.94011,0.71408,0.89839,0.54498,1.47264,1.34342,0.00637,0.000915488,0.000915488,0.000915488
18,40.8373,0.96781,0.41557,0.00395,0.81722,0.81315,0.84065,0.49183,1.6295,1.16193,0.00753,0.000942028,0.000942028,0.000942028
19,42.2592,1.00475,0.41787,0.00427,0.86733,0.81818,0.83557,0.46168,1.80897,0.7558,0.00844,0.0009654,0.0009654,0.0009654
20,43.6818,1.08139,0.50575,0.00433,0.90387,0.85512,0.89034,0.51795,1.61721,0.73088,0.00714,0.000985604,0.000985604,0.000985604
21,45.2367,1.02118,0.53592,0.00506,0.86871,0.95455,0.89709,0.44468,1.89724,0.57337,0.00887,0.00100264,0.00100264,0.00100264
22,46.7136,1.10272,0.43782,0.0043,0.94931,0.86364,0.90289,0.46573,1.82613,0.5801,0.00829,0.00101651,0.00101651,0.00101651
23,48.199,1.05059,0.71889,0.00578,0.86806,0.89756,0.89297,0.50387,1.69219,0.6469,0.00753,0.00102721,0.00102721,0.00102721
24,49.6838,1.00329,0.47206,0.00445,0.81223,0.90909,0.87166,0.46658,1.8307,0.66401,0.00854,0.00103474,0.00103474,0.00103474
25,51.2606,1.02927,0.49326,0.00436,0.8237,0.90909,0.88763,0.42565,1.85911,0.77526,0.00878,0.0010391,0.0010391,0.0010391
26,52.7271,1.00161,0.51483,0.00453,0.79727,0.90909,0.86154,0.48599,1.68989,0.77879,0.00746,0.00101,0.00101,0.00101
27,54.2002,1.04545,0.5707,0.00497,0.90319,0.84866,0.88052,0.51984,1.65767,0.59687,0.00722,0.0009704,0.0009704,0.0009704
28,55.6346,0.91158,0.36185,0.00385,0.85255,0.90909,0.89367,0.49864,1.78134,0.58318,0.00821,0.0009308,0.0009308,0.0009308
29,57.1672,0.89581,0.35931,0.00378,0.94331,0.90909,0.92054,0.50933,1.79696,0.554,0.0082,0.0008912,0.0008912,0.0008912
30,58.6192,0.99973,0.43406,0.00471,0.90492,0.95455,0.91207,0.51501,1.7128,0.51165,0.00755,0.0008516,0.0008516,0.0008516
31,60.1198,0.96511,0.41363,0.00404,0.90216,0.95455,0.93945,0.54358,1.67184,0.48441,0.00714,0.000812,0.000812,0.000812
32,61.6043,0.87707,0.33497,0.00343,0.98328,0.90909,0.9546,0.54331,1.64212,0.4855,0.00706,0.0007724,0.0007724,0.0007724
33,63.0381,0.93009,0.38248,0.00369,0.95425,0.94834,0.95124,0.53913,1.63073,0.47843,0.00706,0.0007328,0.0007328,0.0007328
34,64.5292,0.87395,0.38279,0.00429,0.87375,0.94406,0.94545,0.50546,1.78506,0.50409,0.00818,0.0006932,0.0006932,0.0006932
35,66.0057,0.95448,0.37249,0.004,0.91174,0.93956,0.94751,0.49317,1.83184,0.51576,0.00857,0.0006536,0.0006536,0.0006536
36,67.4738,0.98935,0.36899,0.00433,0.91277,0.9514,0.95204,0.50679,1.76453,0.49737,0.00812,0.000614,0.000614,0.000614
37,68.8806,0.86883,0.30525,0.00351,0.90898,0.95455,0.95066,0.55553,1.60359,0.44466,0.00703,0.0005744,0.0005744,0.0005744
38,70.3561,0.87965,0.3625,0.00322,0.91221,0.94495,0.95064,0.54575,1.55123,0.42593,0.00677,0.0005348,0.0005348,0.0005348
39,71.7821,0.85565,0.33238,0.00367,0.91284,0.95225,0.94517,0.55948,1.57057,0.42004,0.00686,0.0004952,0.0004952,0.0004952
40,73.2466,1.11807,0.42532,0.00629,0.91303,0.9544,0.94528,0.54081,1.60636,0.42632,0.00707,0.0004556,0.0004556,0.0004556
41,86.3037,0.98518,0.37471,0.00499,0.87754,0.95455,0.94967,0.52865,1.67548,0.4341,0.00752,0.000416,0.000416,0.000416
42,87.8057,0.91051,0.45166,0.00545,0.90822,0.95455,0.95146,0.50186,1.7741,0.4327,0.00819,0.0003764,0.0003764,0.0003764
43,89.2812,0.7938,0.33876,0.00399,0.95452,0.95411,0.95497,0.46265,1.88609,0.46144,0.00885,0.0003368,0.0003368,0.0003368
44,90.842,0.92753,0.33109,0.00409,0.91006,0.95455,0.95062,0.46131,1.91388,0.47754,0.00898,0.0002972,0.0002972,0.0002972
45,92.2878,0.931,0.37502,0.00475,0.94473,0.95455,0.95298,0.4663,1.88312,0.46479,0.00879,0.0002576,0.0002576,0.0002576
46,93.7946,0.96514,0.33038,0.00416,0.9545,0.95365,0.95096,0.47856,1.83145,0.46342,0.00835,0.000218,0.000218,0.000218
47,95.2867,0.88853,0.41602,0.00412,0.90803,0.95455,0.94421,0.50477,1.76497,0.46016,0.00791,0.0001784,0.0001784,0.0001784
48,96.8021,0.9319,0.45563,0.00476,0.90608,0.95455,0.9424,0.53375,1.70672,0.44748,0.00754,0.0001388,0.0001388,0.0001388
49,98.46,0.84733,0.31876,0.00368,0.91106,0.95455,0.9448,0.54698,1.64319,0.46114,0.00716,9.92e-05,9.92e-05,9.92e-05
50,100.022,0.87165,0.35526,0.0043,0.95406,0.94438,0.94464,0.55376,1.63014,0.43465,0.00711,5.96e-05,5.96e-05,5.96e-05
