Time(s),ErrorX(px),ErrorY(px)
7.8113,-1.00,-15.00
7.8657,-1.00,-16.00
7.9220,0.00,-16.00
7.9782,0.00,-16.00
8.0363,0.00,-16.00
8.0948,0.00,-16.00
8.1501,0.00,-16.00
8.2054,1.00,-13.00
8.2616,1.00,-11.00
8.3183,1.00,-11.00
8.3794,2.00,-11.00
8.4363,2.00,-11.00
8.4937,2.00,-11.00
8.5483,2.00,-11.00
8.6058,1.00,-12.00
8.6651,2.00,-12.00
8.7232,1.00,-12.00
8.7787,1.00,-12.00
8.8384,2.00,-11.00
8.8948,2.00,-11.00
8.9550,2.00,-11.00
9.0149,2.00,-11.00
9.0740,1.00,-11.00
9.1344,1.00,-11.00
9.1933,1.00,-11.00
9.2560,1.00,-11.00
9.3115,2.00,-11.00
9.3678,2.00,-11.00
9.4246,3.00,-11.00
9.4820,2.00,-10.00
9.5432,1.00,-10.00
9.5992,1.00,-11.00
9.6582,2.00,-11.00
9.7145,3.00,-11.00
9.7726,3.00,-11.00
9.8297,3.00,-11.00
9.8866,3.00,-11.00
9.9447,3.00,-11.00
10.0024,3.00,-11.00
10.0621,3.00,-10.00
10.1226,2.00,-10.00
10.1809,2.00,-11.00
10.2381,2.00,-11.00
10.2978,2.00,-11.00
10.3552,1.00,-11.00
10.4130,2.00,-11.00
10.4668,2.00,-11.00
10.5298,2.00,-11.00
10.5866,3.00,-11.00
10.6435,3.00,-10.00
10.7024,3.00,-10.00
10.7620,3.00,-9.00
10.8196,3.00,-10.00
10.8762,3.00,-10.00
10.9392,2.00,-11.00
10.9955,2.00,-11.00
11.0545,2.00,-11.00
11.1109,2.00,-11.00
11.1673,3.00,-11.00
11.2258,3.00,-11.00
11.2823,3.00,-10.00
11.3432,3.00,-10.00
11.4033,3.00,-10.00
11.4624,3.00,-10.00
11.5173,3.00,-10.00
11.5765,3.00,-10.00
11.6294,3.00,-10.00
11.6866,3.00,-10.00
11.7415,3.00,-10.00
11.7966,3.00,-9.00
11.8548,3.00,-10.00
11.9134,2.00,-11.00
11.9662,3.00,-11.00
12.0208,2.00,-11.00
12.0771,3.00,-11.00
12.1364,3.00,-11.00
12.1942,3.00,-10.00
12.2515,3.00,-10.00
12.3092,3.00,-10.00
12.3676,3.00,-9.00
12.4275,3.00,-10.00
12.4832,3.00,-10.00
12.5410,3.00,-9.00
12.6027,3.00,-9.00
12.6631,3.00,-9.00
12.7259,3.00,-9.00
12.7834,3.00,-9.00
12.8500,3.00,-10.00
12.9081,3.00,-10.00
12.9687,3.00,-9.00
13.0334,3.00,-8.00
13.0932,2.00,-8.00
