Time(s),ErrorX(px),ErrorY(px)
11.1792,7.00,-3.00
11.2356,7.00,-3.00
11.2926,7.00,-4.00
11.3510,7.00,-3.00
11.4071,7.00,-4.00
11.4685,7.00,-4.00
11.5219,7.00,-4.00
11.5803,7.00,-4.00
11.6344,7.00,-4.00
11.6980,6.00,-4.00
11.7598,7.00,-3.00
11.8162,8.00,-3.00
11.8725,8.00,-3.00
11.9354,8.00,-3.00
11.9982,7.00,-4.00
12.0559,6.00,-4.00
12.1150,6.00,-4.00
12.1734,7.00,-4.00
12.2331,7.00,-3.00
12.2904,7.00,-3.00
12.3497,6.00,-3.00
12.4090,6.00,-4.00
12.4702,7.00,-4.00
12.5386,8.00,-3.00
12.6158,9.00,-2.00
12.6812,8.00,-2.00
12.7393,8.00,-2.00
12.8011,7.00,-3.00
12.8634,6.00,-3.00
12.9244,6.00,-4.00
12.9806,7.00,-4.00
13.0374,9.00,-2.00
13.0994,9.00,-2.00
13.1546,9.00,-2.00
13.2191,9.00,-1.00
13.2756,7.00,-3.00
13.3374,7.00,-3.00
13.3959,7.00,-3.00
13.4555,8.00,-3.00
13.5179,9.00,-2.00
