Time(s),ErrorX(px),ErrorY(px)
5.9216,-17.00,6.00
5.9803,-15.00,6.00
6.0363,-14.00,6.00
6.0953,-12.00,7.00
6.1508,-12.00,7.00
6.2102,-12.00,8.00
6.2725,-13.00,8.00
6.3393,-15.00,7.00
6.3988,-15.00,7.00
6.4583,-16.00,7.00
6.5214,-16.00,7.00
6.5821,-14.00,8.00
6.6531,-13.00,8.00
6.7214,-14.00,8.00
6.7892,-15.00,7.00
6.8577,-15.00,7.00
6.9155,-15.00,7.00
6.9722,-14.00,7.00
7.0324,-14.00,7.00
7.0928,-14.00,7.00
7.1497,-13.00,7.00
7.2095,-13.00,8.00
7.2783,-13.00,8.00
7.3392,-14.00,8.00
7.3954,-15.00,8.00
7.4533,-15.00,8.00
7.5125,-15.00,8.00
7.5717,-15.00,9.00
7.6318,-15.00,9.00
7.6925,-14.00,9.00
7.7509,-15.00,8.00
7.8084,-15.00,9.00
7.8952,-15.00,10.00
7.9559,-15.00,11.00
8.0161,-16.00,12.00
8.0729,-17.00,12.00
8.1352,-17.00,11.00
8.1961,-18.00,10.00
8.2611,-16.00,11.00
8.3271,-15.00,12.00
8.3897,-14.00,13.00
8.4556,-16.00,16.00
8.5138,-17.00,17.00
8.5726,-18.00,17.00
8.6333,-19.00,18.00
8.7007,-20.00,18.00
8.7652,-20.00,18.00
8.8210,-19.00,18.00
8.8804,-17.00,16.00
8.9409,-17.00,16.00
9.0055,-16.00,16.00
9.0713,-16.00,15.00
9.1325,-15.00,16.00
9.1990,-15.00,18.00
9.2648,-16.00,19.00
9.3333,-15.00,22.00
9.3935,-15.00,22.00
9.4574,-15.00,23.00
9.5228,-16.00,20.00
9.5851,-17.00,19.00
9.6447,-16.00,19.00
9.7035,-16.00,20.00
9.7691,-14.00,21.00
9.8246,-13.00,22.00
9.8842,-14.00,20.00
9.9443,-16.00,16.00
9.9990,-16.00,14.00
10.0614,-17.00,11.00
10.1267,-17.00,11.00
10.1833,-15.00,11.00
10.2421,-14.00,12.00
10.3052,-14.00,14.00
10.3637,-15.00,14.00
10.4247,-19.00,13.00
10.4905,-20.00,13.00
10.5568,-22.00,11.00
10.6194,-19.00,3.00
10.6837,-16.00,0.00
10.7437,-14.00,-1.00
10.8030,-11.00,-2.00
10.8627,-10.00,-2.00
10.9341,-11.00,-1.00
10.9943,-13.00,-1.00
11.0551,-20.00,1.00
11.1192,-24.00,2.00
11.1823,-25.00,2.00
11.2473,-25.00,3.00
11.3115,-21.00,1.00
11.3756,-18.00,0.00
11.4426,-16.00,0.00
11.5069,-12.00,3.00
11.5752,-11.00,4.00
11.6414,-12.00,5.00
11.6993,-13.00,5.00
11.7590,-14.00,5.00
11.8161,-13.00,5.00
11.8727,-12.00,5.00
11.9328,-11.00,5.00
11.9920,-10.00,5.00
12.0522,-9.00,6.00
12.1093,-9.00,5.00
12.1723,-10.00,5.00
12.2299,-10.00,6.00
12.2995,-11.00,6.00
12.3656,-11.00,5.00
12.4290,-10.00,4.00
12.4923,-10.00,3.00
12.5594,-8.00,-1.00
12.6213,-7.00,-3.00
12.6810,-7.00,-5.00
12.7383,-7.00,-4.00
12.7948,-8.00,-3.00
12.8557,-8.00,-3.00
12.9213,-9.00,-2.00
12.9819,-10.00,-2.00
13.0460,-11.00,-2.00
13.1081,-11.00,-1.00
13.1668,-11.00,-1.00
13.2249,-10.00,2.00
13.2840,-9.00,4.00
13.3448,-9.00,4.00
13.4118,-9.00,1.00
13.4759,-9.00,0.00
